,property,units,n_points,value,PID,formula,polymername
1,Melting temp.,C,1,326.0,P094547,C28H12Br4O6,"poly{[3,3-bis(3,5-dibromo-4-hydroxyphenyl)-1,3-dihydroisobenzofuran-1-one]-alt-(isophthaloyl dichloride)}"
1,Melting temp.,C,1,400.0,P094548,C28H12I4O6,"poly{[3,3'-bis(4-hydroxy-2,6-diiodophenyl)phthalide]-alt-(isophthaloyl dichloride)}"
1,Melting temp.,C,1,360.0,P094549,C28H12Cl4O6,"poly{(4,5,6,7-tetrachlorophenolphthalein)-alt-(isophthaloyl dichloride)}"
1,Glass transition temp.,C,1,273.0,P094550,C30H20O6,"poly{(3',3''-dimethylphenolphthalein)-alt-(isophthaloyl dichloride)}"
2,Melting temp.,C,1,295.0,P094550,C30H20O6,"poly{(3',3''-dimethylphenolphthalein)-alt-(isophthaloyl dichloride)}"
1,Melting temp.,C,1,240.0,P094551,C26H20O6,poly[phenolphthalein-alt-(adipoyl dichloride)]
1,Melting temp.,C,1,330.0,P094552,C21H12O4S,poly(phenolphthalein-alt-thiophosgene)
1,Melting temp.,C,1,350.0,P094555,C28H18O6,poly(phenolphthalein isophthalate)
1,Melting temp.,C,1,192.0,P094556,C25H20O6,poly(diphenolic acid isophthalate)
1,Melting temp.,C,1,213.0,P094557,C25H16Cl4O6,"poly(3,3',5,5'-tetrachlorodiphenolic acid isophthalate)"
1,Melting temp.,C,1,228.0,P094558,C25H16Br4O6,"poly(3,3',5,5'-tetrabromodiphenolic acid isophthalate)"
1,Melting temp.,C,1,168.0,P094559,C25H18N2O10,"poly(3,3'-dinitrodiphenolic acid isophthalate)"
1,Melting temp.,C,1,170.0,P094560,C27H24O6,poly(diphenolic acid ethyl ester isophthalate)
1,Melting temp.,C,2,266.0,P094572,C18H16O4,"poly(ethylene p,p'-ethylenedibenzoate)"
1,Glass transition temp.,C,1,73.0,P094574,C18H16O4,"poly(ethylene 2,2'-dimethyl-4,4'-biphenyldicarboxylate)"
1,Glass transition temp.,C,2,154.0,P094575,C22H22O4,poly(ethylene phenylindanedicarboxylate)
1,Melting temp.,C,1,35.0,P094581,C11H4F14O4,poly-hexafluoropentylene perfluoroadipate
1,Melting temp.,C,1,65.0,P094582,C12H12F8O4,poly-octafluorohexylene adipate
1,Melting temp.,C,1,67.5,P094583,C12H4F16O4,poly-octafluorohexylene perfluoroadipate
1,Glass transition temp.,C,1,52.0,P094584,C16H20O4,poly[hydroquinone-alt-(decanedioic acid)]
2,Melting temp.,C,1,174.0,P094584,C16H20O4,poly[hydroquinone-alt-(decanedioic acid)]
1,Glass transition temp.,C,1,205.0,P094585,C29H22O6S,"poly{[4,4'-sulfonylbis(benzoyl chloride)]-alt-[4,4'-(1-methylethane-1,1-diyl)diphenol]}"
1,Glass transition temp.,C,1,249.0,P094589,C20H12O6S,"poly(4,4'-sulfonylbisphenol isophthalate)"
2,Melting temp.,C,1,330.0,P094589,C20H12O6S,"poly(4,4'-sulfonylbisphenol isophthalate)"
1,Glass transition temp.,C,1,-40.0,P094598,C7H12O2,poly-epsilon-methyl-epsilon-caprolactone
1,Glass transition temp.,C,1,285.0,P094604,C29H19NO5,"poly{[1,1-bis(4-hydroxyphenyl)-2-methyl-3-oxoisoindoline]-alt-(isophthaloyl dichloride)}"
2,Melting temp.,C,1,395.0,P094604,C29H19NO5,"poly{[1,1-bis(4-hydroxyphenyl)-2-methyl-3-oxoisoindoline]-alt-(isophthaloyl dichloride)}"
1,Glass transition temp.,C,1,282.0,P094605,C29H19NO5,"poly{[1,1-bis(4-hydroxyphenyl)-2-methyl-3-oxoisoindoline]-alt-(terephthaloyl dichloride)}"
2,Melting temp.,C,1,400.0,P094605,C29H19NO5,"poly{[1,1-bis(4-hydroxyphenyl)-2-methyl-3-oxoisoindoline]-alt-(terephthaloyl dichloride)}"
1,Melting temp.,C,1,107.0,P094606,C13H8F6O4,"poly{(2,2,3,3,4,4-hexafluoropentane-1,5-diol)-alt-(terephthaloyl dichloride)}"
1,Glass transition temp.,C,1,322.0,P099018,C31H15N3O6,"poly[(3,3'-dicarboxy-4,4'-diaminodiphenylmethane)-alt-(5-phthalimidoisophthaloyl dichloride)]"
1,Glass transition temp.,C,1,280.0,P099041,C14H8O4,poly[hydroquinone-alt-(terephthaloyl dichloride)]
2,Melting temp.,C,1,384.5,P099041,C14H8O4,poly[hydroquinone-alt-(terephthaloyl dichloride)]
1,Glass transition temp.,C,1,256.0,P099049,C28H17NO5,"poly{[3,3-bis(hydroxyphenyl)-2-oxoindoline]-alt-(isophthaloyl dichloride)}"
2,Melting temp.,C,2,320.0,P099049,C28H17NO5,"poly{[3,3-bis(hydroxyphenyl)-2-oxoindoline]-alt-(isophthaloyl dichloride)}"
1,Glass transition temp.,C,1,270.0,P099050,C28H15Cl2NO5,"poly{[3,3-bis(4-hydroxyphenyl)-4,6-dichloro-2-oxoindoline]-alt-(isophthaloyl dichloride)}"
2,Melting temp.,C,2,400.0,P099050,C28H15Cl2NO5,"poly{[3,3-bis(4-hydroxyphenyl)-4,6-dichloro-2-oxoindoline]-alt-(isophthaloyl dichloride)}"
1,Glass transition temp.,C,2,265.0,P130006,C36H18N2O9,"polyesterimide:((4,4'-oxydianiline)-alt-{4,4'-[1,4-phenylenebis(oxycarbonyl)]di(phthalic anhydride)})"
3,Tensile modulus,GPa,1,2.9,P130006,C36H18N2O9,"polyesterimide:((4,4'-oxydianiline)-alt-{4,4'-[1,4-phenylenebis(oxycarbonyl)]di(phthalic anhydride)})"
1,Glass transition temp.,C,1,230.0,P130007,C42H22N2O10,"polyesterimide:(hydroquinone-alt-{p-phenylenebis[oxy-p-phenylene(1,3-dioxoisoindoline-2,5-diyl)]dicarbonyl dichloride})"
1,Glass transition temp.,C,1,180.0,P130337,C18H11NO6,"poly{(ethylene glycol)-alt-[2-(5-carboxy-1,3-dioxoisoindoline-2-yl)benzoic acid]}"
2,Melting temp.,C,1,260.0,P130337,C18H11NO6,"poly{(ethylene glycol)-alt-[2-(5-carboxy-1,3-dioxoisoindoline-2-yl)benzoic acid]}"
1,Glass transition temp.,C,3,246.0,P130338,C20H13NO6,"poly[(ethylene glycol)-alt-(methyl 3-{3-[5-(methoxycarbonyl)-1,3-dioxoisoindolin-2-yl]phenyl}propan-2-enoate)]"
1,Glass transition temp.,C,2,252.5,P150123,C21H12O5,"poly{[3,3-bis(4-hydroxyphenyl)-1,3-dihydroisobenzofuran-1-one]-alt-phosgene}"
2,Melting temp.,C,2,325.0,P150123,C21H12O5,"poly{[3,3-bis(4-hydroxyphenyl)-1,3-dihydroisobenzofuran-1-one]-alt-phosgene}"
1,Glass transition temp.,C,1,-71.0,P370001,C16H28O5,"poly[(2,2'-oxydiethanol)-alt-(dodecanedioic acid)]"
1,Glass transition temp.,C,1,207.0,P370021,C16H16O5,"poly[(2,6-dihydroxy-9-oxabicyclo[3,3,1]nonane)-alt-(diphenyl terephthalate)]"
1,Glass transition temp.,C,1,113.0,P370022,C16H16O5,"poly[(2,6-dihydroxy-9-oxabicyclo[3,3,1]nonane)-alt-(diphenyl isophthalate)]"
1,Glass transition temp.,C,1,312.0,P370024,C28H18O5,"poly{[4,4'-(1,3-dihydroisobenzofuran-1,1-diyl)diphenol]-alt-(terephthaloyl dichloride)}"
1,Glass transition temp.,C,1,252.0,P370026,C33H20O5,"poly{[4,4'-(9H-fluorene-9,9-diyl)diphenol]-alt-(5-tert-butylisophthaloyl dichloride)}"
1,Glass transition temp.,C,1,290.0,P370029,C33H18O5,"poly[(3',6'-dihydroxyspiro[fluorene-9,9'-xanthene])-alt-(terephthaloyl dichloride)]"
1,Glass transition temp.,C,3,194.5,P370045,C29H22O5,"poly{[4,4'-(1-methylethane-1,1-diyl)diphenyl diacetate]-alt-(4,4'-oxydibenzoic acid)}"
1,Glass transition temp.,C,1,85.0,P370051,C29H22O5,"poly{[4,4'-(1-methylethane-1,1-diyl)diphenyl diacetate]-alt-(3,3'-oxydibenzoic acid)}"
1,Melting temp.,C,2,-7.5,P370056,C14H16O6,poly[(triethylene glycol)-alt-(dimethyl phthalate)]
1,Melting temp.,C,1,-26.5,P370075,C11H18O5,"poly[(2,2'-oxydiethanol)-alt-(3-methyladipic acid)]"
1,Melting temp.,C,1,-40.0,P370076,C13H22O6,poly[(triethylene glycol)-alt-(diethyl 3-methyladipate)]
1,Melting temp.,C,1,-4.5,P370077,C10H16O7,poly[(triethylene glycol)-alt-(dimethyl oxydiacetate)]
1,Glass transition temp.,C,1,73.0,P370090,C19H18O5,"poly[(2,2-dimethylpropane-1,3-diol)-alt-(dimethyl 4,4'-oxydibenzoate)]"
2,Melting temp.,C,1,116.0,P370090,C19H18O5,"poly[(2,2-dimethylpropane-1,3-diol)-alt-(dimethyl 4,4'-oxydibenzoate)]"
1,Glass transition temp.,C,1,-23.0,P370105,C12H20O4,"poly{4-(hydroxymethyl)-2-[7-(methoxycarbonyl)heptyl]-1,3-dioxolane}"
2,Melting temp.,C,1,53.0,P370105,C12H20O4,"poly{4-(hydroxymethyl)-2-[7-(methoxycarbonyl)heptyl]-1,3-dioxolane}"
1,Glass transition temp.,C,2,6.5,P370106,C12H20O4,"poly{5-(hydroxymethyl)-2-[7-(methoxycarbonyl)heptyl]-1,3-dioxolane}"
2,Melting temp.,C,2,135.0,P370106,C12H20O4,"poly{5-(hydroxymethyl)-2-[7-(methoxycarbonyl)heptyl]-1,3-dioxolane}"
1,Melting temp.,C,1,142.0,P370135,C30H44O8,"poly{3-(8-methoxy-8-oxooctyl)-9-[8-(2-hydroxyethoxy)-8-oxooctyl]-7,11-dihydro-1H,5H-benzo[1,2-e:4,5-e']bis[1,3]dioxepin}"
1,Glass transition temp.,C,1,119.0,P370150,C20H12O5,"poly[(p-phenylene diacetate)-alt-(3,3'-oxydibenzoic acid)]"
1,Glass transition temp.,C,1,159.0,P370151,C20H12O5,"poly[(m-phenylene diacetate)-alt-(4,4'-oxydibenzoic acid)]"
2,Melting temp.,C,1,232.0,P370151,C20H12O5,"poly[(m-phenylene diacetate)-alt-(4,4'-oxydibenzoic acid)]"
1,Melting temp.,C,1,438.0,P370152,C26H16O5,"poly{[4,4'-bis(acetyloxy)biphenyl]-alt-(3,4'-oxydibenzoic acid)}"
1,Melting temp.,C,1,296.0,P370153,C26H16O5,"poly{[4,4'-bis(acetyloxy)biphenyl]-alt-(3,3'-oxydibenzoic acid)}"
1,Melting temp.,C,1,430.0,P370154,C26H16O6,"poly{[1,4-phenylenebis(oxy-1,4-phenylene) diacetate]-alt-(terephthalic acid)}"
1,Melting temp.,C,1,378.0,P370155,C32H20O7,"poly{[oxybis(1,4-phenyleneoxy-1,4-phenylene) diacetate]-alt-(terephthalic acid)}"
1,Melting temp.,C,1,450.0,P370156,C26H16O6,"poly{(p-phenylene diacetate)-alt-[4,4'-(p-phenylenedioxy)dibenzoic acid]}"
1,Melting temp.,C,1,345.0,P370157,C32H20O7,"poly{(p-phenylene diacetate)-alt-[4,4'-oxybis(1,4-phenyleneoxy)dibenzoic acid]}"
1,Glass transition temp.,C,1,134.0,P370158,C32H20O7,"poly{[oxybis(4,1-phenyleneoxy-4,1-phenylene) diacetate]-alt-(isophthalic acid)}"
2,Melting temp.,C,1,290.0,P370158,C32H20O7,"poly{[oxybis(4,1-phenyleneoxy-4,1-phenylene) diacetate]-alt-(isophthalic acid)}"
1,Melting temp.,C,1,340.0,P370159,C26H16O6,"poly{[oxybis(1,4-phenylene) diacetate]-alt-(4,4'-oxydibenzoic acid)}"
1,Melting temp.,C,1,339.0,P370160,C32H20O7,"poly{[1,4-phenylenebis(oxy-4,1-phenylene) diacetate]-alt-(4,4'-oxydibenzoic acid)}"
1,Melting temp.,C,1,322.0,P370161,C38H24O8,"poly{[oxybis(4,1-phenyleneoxy-4,1-phenylene) diacetate]-alt-(4,4'-oxydibenzoic acid)}"
1,Melting temp.,C,1,325.0,P370162,C32H20O7,"poly{[oxybis(4,1-phenylene) diacetate]-alt-[4,4'-(p-phenylenedioxy)dibenzoic acid]}"
1,Melting temp.,C,1,327.0,P370163,C38H24O8,"poly{[1,4-phenylenebis(oxy-4,1-phenylene) diacetate]-alt-[4,4'-(p-phenylenedioxy)dibenzoic acid]}"
1,Melting temp.,C,1,282.0,P370164,C44H28O9,"poly{[oxybis(4,1-phenyleneoxy-4,1-phenylene) diacetate]-alt-[4,4'-(p-phenylenedioxy)dibenzoic acid]}"
1,Glass transition temp.,C,1,119.0,P370165,C26H16O6,"poly{(p-phenylene diacetate)-alt-[3,3'-(1,4-phenylenedioxy)dibenzoic acid]}"
2,Melting temp.,C,1,259.0,P370165,C26H16O6,"poly{(p-phenylene diacetate)-alt-[3,3'-(1,4-phenylenedioxy)dibenzoic acid]}"
1,Melting temp.,C,1,295.0,P370166,C32H20O6,"poly{[4,4'-bis(acetyloxy)biphenyl]-alt-[3,3'-(1,4-phenylenedioxy)dibenzoic acid]}"
1,Glass transition temp.,C,1,125.0,P370167,C30H18O6,"poly{[2,6-bis(acetyloxy)naphthalene]-alt-[3,3'-(1,4-phenylenedioxy)dibenzoic acid]}"
1,Melting temp.,C,1,326.0,P370168,C32H20O6,"poly{(p-phenylene diacetate)-alt-[3,3'-(biphenyl-4,4'-diyldioxy)dibenzoic acid]}"
1,Glass transition temp.,C,1,101.0,P370169,C32H20O7,"poly{(p-phenylene diacetate)-alt-[3,3'-oxybis(4,1-phenyleneoxy)dibenzoic acid]}"
1,Glass transition temp.,C,1,119.0,P370170,C38H24O7,"poly{[4,4'-bis(acetyloxy)biphenyl]-alt-[3,3'-oxybis(4,1-phenyleneoxy)dibenzoic acid]}"
2,Melting temp.,C,1,251.0,P370170,C38H24O7,"poly{[4,4'-bis(acetyloxy)biphenyl]-alt-[3,3'-oxybis(4,1-phenyleneoxy)dibenzoic acid]}"
1,Glass transition temp.,C,1,104.0,P370171,C32H20O7,"poly{[oxybis(4,1-phenylene) diacetate]-alt-[3,3'-(1,4-phenylenedioxy)dibenzoic acid]}"
1,Glass transition temp.,C,1,103.0,P370172,C26H16O6,"poly{[1,4-phenylenebis(oxy-3,1-phenylene) diacetate]-alt-(terephthalic acid)}"
2,Melting temp.,C,1,188.0,P370172,C26H16O6,"poly{[1,4-phenylenebis(oxy-3,1-phenylene) diacetate]-alt-(terephthalic acid)}"
1,Melting temp.,C,1,264.0,P370173,C32H20O6,"poly{[1,4-phenylenebis(oxy-3,1-phenylene) diacetate]-alt-(biphenyl-4,4'-dicarboxylic acid)}"
1,Glass transition temp.,C,1,131.0,P370174,C26H16O6,"poly{(1,3-phenylene diacetate)-alt-[4,4'-(1,3-phenylenedioxy)dibenzoic acid]}"
2,Melting temp.,C,1,188.0,P370174,C26H16O6,"poly{(1,3-phenylene diacetate)-alt-[4,4'-(1,3-phenylenedioxy)dibenzoic acid]}"
1,Melting temp.,C,1,344.0,P370175,C26H16O6,"poly{(1,4-phenylene diacetate)-alt-[4,4'-(1,3-phenylenedioxy)dibenzoic acid]}"
1,Melting temp.,C,1,137.0,P370279,C18H16N2O5,"poly{(2,2'-oxydiethanol)-alt-[4,4'-diazenediyldi(benzoyl chloride)]}"
1,Melting temp.,C,1,126.0,P370280,C20H20N2O6,"poly{(triethylene glycol)-alt-[4,4'-diazenediyldi(benzoyl chloride)]}"
1,Melting temp.,C,1,87.0,P370281,C22H24N2O7,"poly({2,2'-[oxybis(ethyleneoxy)]diethanol}-alt-[4,4'-diazenediyldi(benzoyl chloride)])"
1,Glass transition temp.,C,2,37.0,P370309,C14H16O5,poly({2-[(2-hydroxypropyl)oxy]propanol}-alt-(dimethyl terephthalate))
1,Glass transition temp.,C,13,-8.5,P370313,C12H18O5,"poly{(biphenyl-4,4'-diol)-alt-[dimethyl trans-cyclohexane-1,4-dicarboxylate]}"
1,Glass transition temp.,C,1,215.0,P370351,C33H12F8O5,"poly[(bis(2,3,4,5,6-pentafluorophenyl) ketone)-alt-(phenolphthalein)]"
1,Glass transition temp.,C,1,36.0,P370369,C31H30O10,"poly{(2,5-dimethyl-3,6-dioxanonane-1,8-diol)-alt-[4,4'-(terephthaloyldioxy)dibenzoyl chloride]}"
1,Glass transition temp.,C,20,217.0,P370372,C33H20O5,"poly[phenolphthalein-alt-(4,4'-dichlorobenzophenone)]"
3,Tensile modulus,GPa,6,1.7999999999999998,P370372,C33H20O5,"poly[phenolphthalein-alt-(4,4'-dichlorobenzophenone)]"
1,Glass transition temp.,C,9,248.0,P370404,C32H20O6S,poly{phenolphthalein-alt-[bis(4-chlorophenyl) sulfone]}
3,Tensile modulus,GPa,1,0.0024,P370404,C32H20O6S,poly{phenolphthalein-alt-[bis(4-chlorophenyl) sulfone]}
1,Glass transition temp.,C,6,184.5,P370476,C12H10O7,"poly[(2,3,3a,5,6,6a-hexahydrofuro[3,2-b]furan-3,6-diol)-alt-(furan-2,5-dicarbonyl dichloride)]"
1,Glass transition temp.,C,1,4.0,P370496,C22H24O7,"poly[oxytetraquis(ethylene oxide) p,p'-bibenzoate]"
1,Glass transition temp.,C,1,50.0,P370516,C26H24O6,"poly[(triethylene glycol)-alt-(dipropyl p-terphenyl-4,4''-dicarboxylate)]"
1,Glass transition temp.,C,3,10.0,P370517,C28H28O7,"poly[(dipropyl 1,1':4',1''-terphenyl-4,4''-dicarboxylate)-alt-(3,6,9-trioxaundecane-1,11-diol)]"
1,Glass transition temp.,C,3,0.0,P370518,C40H52O13,"poly[(decaethylene glycol)-alt-(dipropyl p-terphenyl-4,4''-dicarboxylate)]"
1,Glass transition temp.,C,1,83.0,P370558,C27H26O6,poly{(bisphenol A)-co-[bis(2-chloroethyl) terephthalate]}
1,Glass transition temp.,C,1,51.0,P370595,C19H16O8,"poly({4,4'-[oxybis(ethyleneoxycarbonyl)]diphenol}-alt-phosgene)"
1,Glass transition temp.,C,4,-35.5,P370619,C5H8O3,"poly(1,5-dioxepane-2-one)"
1,Glass transition temp.,C,1,-37.0,P370657,C6H10O3,"poly(5-methyl-7-oxo-1,4-dioxepane)"
2,Melting temp.,C,1,11.0,P370657,C6H10O3,"poly(5-methyl-7-oxo-1,4-dioxepane)"
1,Glass transition temp.,C,2,263.0,P370689,C33H23O5P,poly{phenolphthalein-alt-[bis(4-fluorophenyl)methylphosphine oxide]}
1,Glass transition temp.,C,1,190.0,P370726,C28H14N2O7S,"poly[(5,5'-oxydiphthalic anhydride)-alt-(3,3'-sulfonyldianiline)]"
1,Glass transition temp.,C,2,97.0,P370756,C29H30O8,"poly[(2,2'-bis{4-[(oxiran-2-yl)methoxy]phenyl}propane)-alt-(isophthalic acid)]"
3,Tensile modulus,GPa,1,3.4,P370756,C29H30O8,"poly[(2,2'-bis{4-[(oxiran-2-yl)methoxy]phenyl}propane)-alt-(isophthalic acid)]"
1,Glass transition temp.,C,1,297.0,P370771,C35H30O5,"poly[(9,9-dimethyl-9H-xanthene-2,7-diol)-alt-(phenylindanedicarboxylic acid)]"
1,Melting temp.,C,1,185.0,P370784,C26H20O9,"poly{(2,2'-oxydiethanol)-alt-[4,4'-(terephthaloyloxy)dibenzoic acid]}"
1,Glass transition temp.,C,1,98.0,P370827,C33H27N3O6,"poly[oxy-2-(4-cyanophenylazo)-1,4-phenyleneoxycarbonyl-1,4-phenyleneoxyhexane-1,6-diyloxy-1,4-phenylenecarbonyl]"
1,Glass transition temp.,C,2,-33.0,P372045,C10H16O5S,"poly[(3,3'-sulfanediyldipropanoic acid)-alt-(2,2'-oxydiethanol)]"
1,Glass transition temp.,C,2,-35.0,P372046,C12H20O6S,"poly[(3,3'-sulfanediyldipropanoic acid)-alt-(3,6,9-trioxaundecane-1,11-diol)]"
1,Glass transition temp.,C,2,-38.0,P372047,C14H24O7S,"poly[(3,3'-sulfanediyldipropanoic acid)-alt-(3,6,9-trioxaundecane-1,11-diol)]"
1,Glass transition temp.,C,2,-39.0,P372048,C16H28O8S,"poly({2,2'-[ethylenebis(oxyethyleneoxy)]ethanol}-alt-(3,3'-sulfanediyldipropanoic acid))"
1,Glass transition temp.,C,1,112.0,P372075,C25H22O6,"poly{[4,4'-(pentane-1,5-diyl)diphenol]-alt-(terephthaloyl dichloride)}"
1,Glass transition temp.,C,1,53.0,P372076,C26H24O6,"poly{[4,4'-(hexane-1,6-diyldioxy)diphenol]-alt-(terephthaloyl dichloride)}"
2,Melting temp.,C,3,283.5,P372076,C26H24O6,"poly{[4,4'-(hexane-1,6-diyldioxy)diphenol]-alt-(terephthaloyl dichloride)}"
4,Tensile modulus,GPa,2,5.25,P372076,C26H24O6,"poly{[4,4'-(hexane-1,6-diyldioxy)diphenol]-alt-(terephthaloyl dichloride)}"
1,Glass transition temp.,C,1,190.0,P372090,C35H18N2O7,"poly([5,5'-carbonylbis(isobenzofuran-1,3-dione)]-alt-{3,3'-[1,3-phenylenedioxy]dianiline})"
1,Glass transition temp.,C,1,253.0,P372091,C29H14N2O6,"poly{[5,5'-carbonylbis(isobenzofuran-1,3-dione)]-alt-(3,4'-oxydianiline)}"
1,Glass transition temp.,C,1,248.0,P372093,C44H22F6N2O7,"poly([5,5'-carbonylbis(isobenzofuran-1,3-dione)]-alt-{4,4'-[1-(trifluoromethyl)-2,2,2-trifluoroethane-1,1-diylbis(4,1-phenylene)dioxy]dianiline})"
1,Glass transition temp.,C,1,77.0,P372109,C19H18N2O5,"poly{[4,4'-oxybis(ethyleneoxycarbonyl-4,1-phenylene)dianiline]-alt-triethoxymethane}"
2,Melting temp.,C,1,165.0,P372109,C19H18N2O5,"poly{[4,4'-oxybis(ethyleneoxycarbonyl-4,1-phenylene)dianiline]-alt-triethoxymethane}"
1,Glass transition temp.,C,1,88.0,P372130,C36H36O8S,"poly([2-(phenylsulfonyl)hydroquinone]-alt-{4,4'-[decane-1,10-diyldioxy]dibenzoic acid})"
2,Melting temp.,C,1,115.0,P372130,C36H36O8S,"poly([2-(phenylsulfonyl)hydroquinone]-alt-{4,4'-[decane-1,10-diyldioxy]dibenzoic acid})"
1,Melting temp.,C,1,185.0,P372171,C26H18Cl2O9,"poly[oxyethyleneoxyethyleneoxycarbonyl(3-chloro-1,4-phenylene)oxyterephthaloyloxy(2-chloro-1,4-phenylene)carbonyl]"
1,Glass transition temp.,C,1,25.0,P372172,C28H24O10,"poly{(triethylene glycol)-alt-[4,4'-(terephthaloyloxy)dibenzoic acid]}"
2,Melting temp.,C,1,180.0,P372172,C28H24O10,"poly{(triethylene glycol)-alt-[4,4'-(terephthaloyloxy)dibenzoic acid]}"
1,Glass transition temp.,C,1,25.0,P372173,C30H28O11,"poly{tetraethylene glycol-alt-[4,4'-(terephthaloyldioxy)dibenzoyl chloride]}"
2,Melting temp.,C,1,121.0,P372173,C30H28O11,"poly{tetraethylene glycol-alt-[4,4'-(terephthaloyldioxy)dibenzoyl chloride]}"
1,Glass transition temp.,C,1,112.0,P372194,C32H28O8S,"poly{[2-(phenylsulfonyl)hydroquinone]-alt-[4,4'-(hexane-1,6-diyldioxy)bis(benzoyl chloride)]}"
1,Glass transition temp.,C,1,82.0,P372195,C38H40O8S,"poly{[2-(phenylsulfonyl)hydroquinone]-alt-[4,4'-(dodecane-1,12-diyldioxy)bis(benzoyl chloride)]}"
1,Glass transition temp.,C,10,45.0,P372204,C27H34O8,"poly({2,2-bis[4-(oxiranylmethoxy)phenyl]propane}-alt-(adipic acid))"
3,Tensile modulus,GPa,1,2.8,P372204,C27H34O8,"poly({2,2-bis[4-(oxiranylmethoxy)phenyl]propane}-alt-(adipic acid))"
1,Glass transition temp.,C,1,35.0,P372205,C29H38O8,"poly({2,2-bis[4-(oxiranylmethoxy)phenyl]propane}-alt-(octanedioic acid))"
1,Glass transition temp.,C,1,30.0,P372206,C31H42O8,"poly({2,2-bis[4-(oxiranylmethoxy)phenyl]propane}-alt-(decanedioic acid))"
1,Glass transition temp.,C,1,25.0,P372207,C33H46O8,"poly({2,2-bis[4-(oxiranylmethoxy)phenyl]propane}-alt-(dodecanedioic acid))"
1,Glass transition temp.,C,1,70.0,P372208,C29H36O8,"poly({2,2-bis[4-(oxiranylmethoxy)phenyl]propane}-alt-(cyclohexane-1,4-dicarboxylic acid))"
3,Tensile modulus,GPa,1,3.0,P372208,C29H36O8,"poly({2,2-bis[4-(oxiranylmethoxy)phenyl]propane}-alt-(cyclohexane-1,4-dicarboxylic acid))"
1,Glass transition temp.,C,1,110.0,P372209,C39H38O8,"poly({9,9-bis[4-(oxiranylmethoxy)phenyl]fluorene}-alt-(cyclohexane-1,4-dicarboxylic acid))"
1,Glass transition temp.,C,1,10.0,P372210,C24H36O8,"poly<{1,4-bis[(oxiranylmethoxy)benzene]-alt-(dodecanedioic acid)}"
2,Melting temp.,C,1,80.0,P372210,C24H36O8,"poly<{1,4-bis[(oxiranylmethoxy)benzene]-alt-(dodecanedioic acid)}"
4,Tensile modulus,GPa,1,0.21,P372210,C24H36O8,"poly<{1,4-bis[(oxiranylmethoxy)benzene]-alt-(dodecanedioic acid)}"
1,Glass transition temp.,C,1,19.0,P372211,C18H24O8,"poly{[1,4-bis(oxiranylmethoxy)benzene]-alt-(adipic acid)}"
1,Glass transition temp.,C,2,181.0,P372212,C29H16F6O5,"poly{[4,4'-(1,1,1,3,3,3-hexafluoropropane-2,2-diyl)diphenol]-alt-(4,4'-oxydibenzoic acid)}"
1,Glass transition temp.,C,1,112.5,P372213,C21H16O10,"poly{(4-hydroxyphenyl 4-hydroxybenzoate)-alt-[2-O,5-O-bis(chloroformyl)-1,4:3,6-dianhydro-D-glucitol}"
2,Melting temp.,C,2,219.5,P372213,C21H16O10,"poly{(4-hydroxyphenyl 4-hydroxybenzoate)-alt-[2-O,5-O-bis(chloroformyl)-1,4:3,6-dianhydro-D-glucitol}"
1,Glass transition temp.,C,2,12.5,P372256,C39H50O12,poly{[dimethyl 5-({6-[(4'-methoxybiphenyl-4-yl)oxy]hexyl}oxy)isophthalate]-alt-(hexaethylene glycol)}
1,Glass transition temp.,C,2,-23.5,P372257,C20H28O9,"poly[(dimethyl isophthalate)-alt-(3,6,9,12,15-pentaoxaheptadecane-1,17-diol)]"
1,Glass transition temp.,C,1,77.0,P372309,C39H42O6,"poly({4,4'-[decane-1,10-diyldioxy]dibenzoic acid}-alt-(bisphenol A))"
2,Melting temp.,C,1,160.0,P372309,C39H42O6,"poly({4,4'-[decane-1,10-diyldioxy]dibenzoic acid}-alt-(bisphenol A))"
1,Glass transition temp.,C,1,89.0,P372310,C39H36F6O6,"poly({4,4'-[decane-1,10-diyldioxy]dibenzoic acid}-alt-[4,4'-(hexafluoroisopropylidene)diphenol])"
1,Glass transition temp.,C,1,128.0,P372311,C39H38Br4O6,"poly({4,4'-[decane-1,10-diyldioxy]dibenzoic acid}-alt-[4,4'-isopropylidenebis(2,6-dibromophenol)])"
1,Glass transition temp.,C,1,140.0,P372312,C39H38Cl4O6,"poly({4,4'-[decane-1,10-diyldioxy]dibenzoic acid}-alt-[4,4'-isopropylidenebis(2,6-dichlorophenol)])"
1,Glass transition temp.,C,2,255.5,P372390,C14H12O6,"poly[(1,4:3,6-dianhydro-D-glucitol)-alt-(terephthaloyl dichloride)]"
1,Glass transition temp.,C,1,64.0,P372391,C26H29NO8,poly({butyl 3-(4-hydroxyphenyl)-2-[3-(4-hydroxyphenyl)propanoylamino]propanoate}-alt-(oxydiacetic acid))
1,Glass transition temp.,C,1,76.0,P372392,C29H27NO8,poly({benzyl 3-(4-hydroxyphenyl)-2-[3-(4-hydroxyphenyl)propanoylamino]propanoate}-alt-(oxydiacetic acid))
1,Glass transition temp.,C,1,36.0,P372393,C34H45NO8,poly({dodecyl 3-(4-hydroxyphenyl)-2-[3-(4-hydroxyphenyl)propanoylamino]propanoate}-alt-(oxydiacetic acid))
